step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,A0_stopped,A0_accumulated_waiting_time,A0_average_speed,A1_stopped,A1_accumulated_waiting_time,A1_average_speed,A2_stopped,A2_accumulated_waiting_time,A2_average_speed,A3_stopped,A3_accumulated_waiting_time,A3_average_speed,B0_stopped,B0_accumulated_waiting_time,B0_average_speed,B1_stopped,B1_accumulated_waiting_time,B1_average_speed,B2_stopped,B2_accumulated_waiting_time,B2_average_speed,B3_stopped,B3_accumulated_waiting_time,B3_average_speed,C0_stopped,C0_accumulated_waiting_time,C0_average_speed,C1_stopped,C1_accumulated_waiting_time,C1_average_speed,C2_stopped,C2_accumulated_waiting_time,C2_average_speed,C3_stopped,C3_accumulated_waiting_time,C3_average_speed,D0_stopped,D0_accumulated_waiting_time,D0_average_speed,D1_stopped,D1_accumulated_waiting_time,D1_average_speed,D2_stopped,D2_accumulated_waiting_time,D2_average_speed,D3_stopped,D3_accumulated_waiting_time,D3_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0
5.0,0,0.0,0.0,14.094280611582498,0,0.0,0.9754526817532201,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9732894915904069,0,0.0,1.0,0,0.0,0.9697439875872771,0,0.0,1.0,0,0.0
10.0,0,0.0,0.0,10.409434927574981,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9128713337341576,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.5109137920088336,0,0.0,1.0,0,0.0,0.9147511128836118,0,0.0,1.0,0,0.0
15.0,1,5.0,0.625,9.356957121114714,0,0.0,1.0,0,0.0,0.920547423265714,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.3534544812391732,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,1,5.0,0.5576878630553682,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9736772942756869,1,5.0
20.0,1,3.0,0.3,11.4516608279309,0,0.0,1.0,0,0.0,0.9825151577367938,0,0.0,1.0,0,0.0,0.9995581567201102,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,1,3.0,0.0003429588669919941,0,0.0,0.9707305582292699,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9470814778170286,0,0.0,0.9715177705128117,0,0.0,1.0,0,0.0,0.9360390544253689,1,3.0
25.0,1,8.0,0.6153846153846154,11.781992531655394,0,0.0,1.0,0,0.0,0.9195075997361071,0,0.0,1.0,0,0.0,0.9293383125194465,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,1,8.0,0.0,0,2.0,0.9456947545773554,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9827590396953405,0,0.0,1.0,0,0.0,0.9763075736775283,1,10.0
30.0,1,13.0,0.8666666666666667,9.486792170617381,0,0.0,1.0,0,0.0,1.0,0,0.0,0.616469591776644,0,0.0,0.9841712266148818,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,1,13.0,0.47163438100001337,0,2.0,0.8355119000895732,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.8174893121536373,0,0.0,0.4956240692547155,1,15.0
35.0,2,4.0,0.2222222222222222,10.577631377307902,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9552983464291349,0,0.0,0.6089413824867591,0,0.0,0.9297149591206301,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9407671646945652,1,2.0,0.4831059680308772,0,0.0,1.0,0,0.0,1.0,0,0.0,0.8794163782357057,0,0.0,0.999805622377888,0,0.0,1.0,0,0.0,0.9780354521082765,1,2.0,0.3591912980638653,2,4.0
40.0,1,7.0,0.35,11.361225690974601,0,0.0,1.0,0,0.0,1.0,0,0.0,0.7002251677720754,0,0.0,0.9377340263434997,0,0.0,0.9550872043245233,0,0.0,1.0,0,2.0,0.9473902129165154,0,0.0,0.9288255216767854,0,0.0,0.8856348281756008,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9383195345405361,0,0.0,0.9439149059683452,0,0.0,1.0,0,2.0,0.9271849846067226,1,7.0,0.48902323719868895,1,11.0
45.0,5,18.0,0.782608695652174,8.650701843185002,0,0.0,1.0,0,0.0,1.0,1,3.0,0.6193064607606011,0,0.0,1.0,0,0.0,0.9356533484977829,0,0.0,1.0,0,2.0,0.9449408908579049,1,1.0,0.47554164314408554,1,1.0,0.007769825630408278,0,2.0,0.9615551114813273,0,0.0,1.0,0,0.0,1.0,1,1.0,0.031719020802586255,0,0.0,0.97263254556394,0,2.0,0.8532118050885842,1,12.0,0.0,5,24.0
