step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,A0_stopped,A0_accumulated_waiting_time,A0_average_speed,A1_stopped,A1_accumulated_waiting_time,A1_average_speed,B0_stopped,B0_accumulated_waiting_time,B0_average_speed,B1_stopped,B1_accumulated_waiting_time,B1_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
180.0,1,6.0,0.25,8.304749736463178,1,19.0,0.6666570401633874,0,3.0,0.5986138142492364,0,2.0,0.3933819525356038,0,0.0,0.49891015021851215,1,24.0
185.0,3,9.0,0.391304347826087,8.206975956698399,0,7.0,0.7183177604868559,1,2.0,0.007189588999142026,1,4.0,0.603014188881967,1,5.0,0.5833619149439769,3,18.0
190.0,2,11.0,0.4782608695652174,8.353413830727094,1,11.0,0.5526471491570387,0,0.0,0.5612692649526836,1,9.0,0.6667853225888871,0,0.0,0.7404270677658749,2,20.0
195.0,3,19.0,0.76,9.472143568331633,2,19.0,0.6248853009800638,0,0.0,0.9523364939865866,0,4.0,0.8033635031072889,1,5.0,0.4052711823443449,3,28.0
200.0,4,18.0,0.75,9.16168838157076,1,3.0,0.6285780671630962,0,0.0,0.9320640713543277,1,8.0,0.6509207659779194,2,13.0,0.23536122966686304,4,24.0
205.0,5,18.0,0.75,7.395025320593974,1,6.0,0.6400201630525391,2,3.0,0.6821715444499074,2,13.0,0.07806865169477091,0,3.0,0.6217825464641382,5,25.0
210.0,7,44.0,1.8333333333333333,6.901593435607686,1,11.0,0.5203786344419529,0,2.0,0.7515932351596702,5,35.0,0.17898703730193982,1,3.0,0.004417554889022674,7,51.0
215.0,11,91.0,3.7916666666666665,5.264158193598715,1,16.0,0.4761609882209644,2,9.0,0.4022410447414148,5,60.0,0.304876383713344,3,15.0,0.24150949150908346,11,100.0
220.0,6,48.0,1.92,5.776119022753756,0,0.0,0.7081763055946341,4,27.0,0.16744004898077075,0,23.0,0.5232677218150948,2,25.0,0.41308043245114995,6,75.0
225.0,6,78.0,2.7857142857142856,7.811455624017282,0,0.0,0.9425856605864382,4,49.0,0.32634707565364146,0,15.0,0.32247971003879455,2,35.0,0.5279809208794951,6,99.0
230.0,3,7.0,0.25925925925925924,8.380241930354064,0,0.0,0.8869254369247616,0,5.0,0.614640967413514,2,21.0,0.46453240989960665,0,23.0,0.5708029750984891,2,49.0
235.0,3,19.0,0.7307692307692307,9.663758329708234,0,2.0,0.8657624572222571,1,5.0,0.5149344656441848,2,31.0,0.6901552560948673,0,2.0,0.8535447812316218,3,40.0
240.0,1,2.0,0.08333333333333333,9.227032307766317,0,4.0,0.5364267958706941,1,4.0,0.47709613344151586,0,12.0,0.7094109868629324,0,2.0,0.656342551261682,1,22.0
245.0,4,17.0,0.7391304347826086,10.05388169706992,1,5.0,0.7458938472988986,1,9.0,0.3795160331320018,2,7.0,0.5819581941192521,0,2.0,0.956014799381981,4,23.0
250.0,0,0.0,0.0,8.922179489484314,0,2.0,0.663705606064493,0,0.0,0.16286158262541436,0,0.0,0.7563209305453846,0,2.0,0.9460286634698113,0,4.0
255.0,2,9.0,0.4090909090909091,9.760067246930543,1,5.0,0.6381946599977065,1,4.0,0.4973935841436831,0,0.0,0.6570600177669731,0,2.0,0.8503121178706702,2,11.0
260.0,5,25.0,1.1363636363636365,8.756956424838116,1,10.0,0.300611939277519,1,9.0,0.7257929595152761,3,6.0,0.41530125799756384,0,2.0,0.9577452433802326,5,27.0
265.0,8,61.0,3.05,7.451580006043592,3,21.0,0.2481153282948465,1,5.0,0.7750788441684953,4,26.0,0.3924162922525448,0,2.0,0.9599600455474726,8,54.0
270.0,4,27.0,1.2272727272727273,7.117556884237518,0,2.0,0.35663288452632014,2,12.0,0.2593984683695344,0,3.0,0.7738095035126579,0,0.0,0.6331190351485132,2,17.0
275.0,5,39.0,1.6956521739130435,9.220943668029603,0,2.0,0.9417848370459353,4,29.0,0.19020783051269763,1,3.0,0.4339467550216099,0,2.0,0.9663036339825799,5,36.0
280.0,4,58.0,2.761904761904762,8.534613795829664,0,2.0,0.9119605503641542,4,49.0,0.0,0,2.0,0.731909902817954,0,4.0,0.7406152266220385,4,57.0
285.0,1,4.0,0.18181818181818182,8.59875809475112,0,2.0,0.6585889976661571,0,11.0,0.6155681300352258,0,2.0,0.7374935423600427,1,8.0,0.6364009001697978,1,23.0
290.0,3,16.0,0.7272727272727273,9.212213074828833,1,5.0,0.657698315858587,0,0.0,0.8579424116775582,0,0.0,0.5731026702175175,2,17.0,0.3728202311914915,3,22.0
295.0,5,33.0,1.65,8.458383844020702,0,0.0,0.9695719080067277,0,0.0,0.7021274355919771,1,5.0,0.5788517714373135,4,30.0,0.19412649813688207,5,35.0
300.0,6,59.0,2.8095238095238093,8.391796500206972,0,0.0,0.9580153737025116,1,5.0,0.7242789409733402,1,10.0,0.6608959003899018,4,46.0,0.13157224529185865,6,61.0
305.0,7,82.0,3.727272727272727,6.4106685156324525,1,1.0,0.6172164412636271,0,0.0,0.8763936856528404,2,17.0,0.016136096757690406,4,66.0,0.16830390913628313,7,84.0
310.0,3,4.0,0.17391304347826086,7.766873772324357,0,0.0,0.8569043577459823,1,2.0,0.6871385492689124,0,3.0,0.6289120789796859,1,5.0,0.3750102931690924,2,10.0
315.0,3,17.0,0.6538461538461539,9.23238064363798,0,2.0,0.9863286446263976,2,13.0,0.5226756081715086,0,0.0,0.5688395426822513,1,8.0,0.4769077690423932,3,23.0
320.0,6,31.0,1.4761904761904763,8.269175360516897,0,2.0,0.9701880685163319,5,29.0,0.28752078834132744,1,4.0,0.4849146003190548,0,2.0,0.7560165570007653,6,37.0
325.0,3,14.0,0.6363636363636364,7.783688613067077,0,0.0,0.9316706221865162,0,7.0,0.5493397923880419,2,13.0,0.46316394486641294,1,7.0,0.45780925753692814,3,27.0
330.0,5,24.0,1.0909090909090908,8.33522411449395,1,3.0,0.7354817187871846,1,3.0,0.6880098881360581,3,24.0,0.37488417382430905,0,3.0,0.7001225352437944,5,33.0
335.0,5,45.0,1.8,9.010893906917053,1,4.0,0.4830808052090106,1,8.0,0.7805197293819193,3,41.0,0.2568906967075113,0,3.0,0.9023503030585551,5,56.0
340.0,8,79.0,3.16,7.322848314886492,2,13.0,0.13907564077124215,2,14.0,0.4668428540144318,4,58.0,0.3055484696057627,0,3.0,0.8703184931858736,8,88.0
345.0,7,98.0,3.6296296296296298,7.906716300476936,2,17.0,0.5815639316136558,1,5.0,0.4413326318829916,4,78.0,0.4698154253707648,0,0.0,0.7405811928466317,7,100.0
350.0,9,140.0,5.0,7.214377277458026,2,29.0,0.6487876805059989,1,6.0,0.009889216814045336,5,100.0,0.4757884953460964,1,5.0,0.509886685564157,9,140.0
355.0,4,43.0,1.4827586206896552,6.054824287195013,3,40.0,0.4823520800415242,0,0.0,1.0,0,5.0,0.4723549963581299,0,1.0,0.37286408360601186,3,46.0
360.0,6,20.0,0.7142857142857143,8.30065531277971,1,4.0,0.6980777993682857,0,2.0,0.40725536866632817,4,14.0,0.00027273902900486224,1,9.0,0.595869542045655,6,29.0
365.0,2,9.0,0.34615384615384615,8.198084984605758,2,17.0,0.47435886661864096,0,4.0,0.6904619442054065,0,10.0,0.6991665211791218,0,9.0,0.5704590631251495,2,40.0
370.0,0,0.0,0.0,9.777905334431125,0,17.0,0.4802463780220064,0,4.0,0.7874000867203244,0,6.0,0.9237190109418666,0,4.0,0.7381982051208568,0,31.0
375.0,4,9.0,0.32142857142857145,9.685322071927143,2,7.0,0.27182005021329814,0,4.0,0.9220152204492429,0,6.0,0.8760475066102549,2,10.0,0.6193930557803718,4,27.0
380.0,2,4.0,0.14814814814814814,7.983118405186945,1,4.0,0.32183678250365594,0,2.0,0.6759377353464352,0,6.0,0.47205601645978423,0,2.0,0.5650896975481601,1,14.0
385.0,5,21.0,0.84,7.6333010194562005,1,10.0,0.5271749543965356,0,2.0,0.5450224901212142,2,14.0,0.5648270940942678,2,5.0,0.562302572040789,5,31.0
390.0,6,49.0,1.8846153846153846,8.937440443577863,1,14.0,0.7563634852771234,2,11.0,0.47577205454471877,2,24.0,0.46628644453170354,1,10.0,0.5641543481262347,6,59.0
395.0,3,37.0,1.5416666666666667,8.48253423301977,1,19.0,0.6381076345343578,0,2.0,0.6449939178960601,0,15.0,0.7243995771808325,2,22.0,0.6049065301886316,3,58.0
400.0,7,63.0,2.423076923076923,7.889581664211449,2,27.0,0.4324930003503214,1,7.0,0.7229029166122041,0,0.0,0.6143799796256777,4,35.0,0.545646630042439,7,69.0
405.0,7,60.0,2.142857142857143,7.109475026572665,0,0.0,0.2443088908686828,0,0.0,0.946297770755642,2,7.0,0.3232242561678405,5,54.0,0.42352804320879767,7,61.0
410.0,1,4.0,0.14285714285714285,7.932165857313874,1,4.0,0.22245984791742757,0,2.0,0.6842551445112327,0,0.0,0.36374153621650696,0,5.0,0.6302072222828998,1,11.0
415.0,5,13.0,0.5,8.635091123983008,0,0.0,0.972097995691548,3,9.0,0.3664144769512089,1,10.0,0.7609944668355552,1,1.0,0.5080383845895695,5,20.0
420.0,4,28.0,1.1666666666666667,8.320296500370373,0,0.0,0.9315487610420223,3,28.0,0.36408177145706444,0,7.0,0.8272177919502567,1,6.0,0.4243169280576418,4,41.0
425.0,3,3.0,0.12,8.969484944348755,0,2.0,0.8994842047140494,0,14.0,0.7934545342339699,0,7.0,0.7013748104550995,0,0.0,0.748425598356856,0,23.0
430.0,5,19.0,0.7307692307692307,7.7448600298549195,0,4.0,0.647104043398556,1,17.0,0.5892352437729571,3,17.0,0.3162216452901873,0,2.0,0.8603806514182374,4,40.0
435.0,8,40.0,1.5384615384615385,7.569536321177444,1,9.0,0.8106104048607765,3,9.0,0.1892368996070348,4,35.0,0.18169147252167603,0,2.0,0.9840639533031975,8,55.0
440.0,6,61.0,2.44,7.39657219342908,1,16.0,0.5975094910814877,0,3.0,0.7049899169836649,4,46.0,0.23672690141846311,1,3.0,0.46103249212269143,6,68.0
445.0,8,96.0,3.84,8.007327255777216,2,23.0,0.6314515009900181,0,0.0,0.7949974905126788,4,66.0,0.35949975086319025,2,9.0,0.4806254767801709,8,98.0
450.0,3,30.0,1.1538461538461537,8.103451753841503,2,33.0,0.4728605235765327,0,2.0,0.8215188782263806,0,21.0,0.42050891331527007,0,0.0,0.6845377997213905,2,56.0
455.0,2,4.0,0.16,9.985007518963213,0,3.0,0.6565049952615822,0,4.0,0.8259919521798995,1,27.0,0.615729830723429,1,8.0,0.7368479317889892,2,42.0
460.0,4,10.0,0.4,8.526009071927975,2,7.0,0.4507421746153271,0,4.0,0.6017153122501548,1,30.0,0.7909215391046445,1,10.0,0.6392732976701382,4,51.0
465.0,7,28.0,1.0769230769230769,7.64771351713378,0,4.0,0.6025898180846483,3,10.0,0.3607351244221196,2,38.0,0.6934891285487017,2,19.0,0.5831182299278665,7,71.0
470.0,5,43.0,1.5357142857142858,7.793097725775453,0,2.0,0.4180512436789226,0,2.0,0.8521572242034438,2,46.0,0.45222295547085267,3,30.0,0.4782470098917489,5,80.0
475.0,4,39.0,1.5,8.86690828448594,0,2.0,0.9729158781161632,0,2.0,0.5926964800358879,0,0.0,0.7187230827725273,3,38.0,0.4602429952186556,3,42.0
480.0,2,5.0,0.20833333333333334,8.727090978733285,0,2.0,0.7800383020183694,1,6.0,0.6191954289548378,0,0.0,0.9505410285054731,0,12.0,0.43990430598719554,1,20.0
485.0,3,7.0,0.30434782608695654,9.074148935866528,0,0.0,0.9186510304678769,1,2.0,0.6016332891476586,0,0.0,0.6790276336013772,2,6.0,0.2839744834002837,3,8.0
490.0,3,22.0,1.1,8.73516271846135,0,0.0,0.552912957994189,1,7.0,0.6503536690011967,0,5.0,0.9103919968003563,2,16.0,0.23549008424051554,3,28.0
495.0,2,6.0,0.3,8.295406689722459,2,6.0,0.07717853348931765,0,0.0,0.9078573709541119,0,5.0,0.9569186915848733,0,2.0,0.610318332190471,2,13.0
500.0,1,2.0,0.09523809523809523,9.427651801431926,0,5.0,0.4611335167732973,0,2.0,0.8463929164697843,1,7.0,0.568157279582289,0,0.0,0.9608648709572216,1,14.0
