step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,A0_stopped,A0_accumulated_waiting_time,A0_average_speed,A1_stopped,A1_accumulated_waiting_time,A1_average_speed,B0_stopped,B0_accumulated_waiting_time,B0_average_speed,B1_stopped,B1_accumulated_waiting_time,B1_average_speed,bottom0_stopped,bottom0_accumulated_waiting_time,bottom0_average_speed,bottom1_stopped,bottom1_accumulated_waiting_time,bottom1_average_speed,left0_stopped,left0_accumulated_waiting_time,left0_average_speed,left1_stopped,left1_accumulated_waiting_time,left1_average_speed,right0_stopped,right0_accumulated_waiting_time,right0_average_speed,right1_stopped,right1_accumulated_waiting_time,right1_average_speed,top0_stopped,top0_accumulated_waiting_time,top0_average_speed,top1_stopped,top1_accumulated_waiting_time,top1_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
860.0,211,106010.0,493.06976744186045,0.24951099729776824,40,21962.0,0.06680726413928585,63,31005.0,0.0,43,23813.0,0.0,65,29252.0,0.014464942891456844,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,211,106032.0
865.0,212,107065.0,493.38709677419354,0.24906756923505974,41,22162.0,0.057603893241859445,63,31320.0,0.015204372886273841,43,24028.0,0.0,65,29577.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.19000968043716343,212,107087.0
870.0,211,108120.0,493.6986301369863,0.3853330932200043,40,22362.0,0.058149453538423955,63,31635.0,0.0,43,24243.0,0.04943413735027449,65,29902.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.24143590858212335,0,0.0,0.9969477473570159,211,108142.0
875.0,211,109175.0,496.25,0.4915926831903461,40,22562.0,0.059532411258112525,63,31950.0,0.015625,43,24458.0,0.043847584258343356,65,30227.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.8076366221619532,0,0.0,1.0,211,109197.0
880.0,213,110233.0,501.0590909090909,0.30126163389096033,41,22763.0,0.06142363905460284,63,32265.0,0.014848364489280773,44,24675.0,0.03344833094999523,65,30552.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,213,110255.0
885.0,214,111303.0,499.1165919282511,0.4731723306082548,41,22968.0,0.0641343248762481,63,32580.0,0.01469174270100081,45,24900.0,0.06037588923834256,65,30877.0,0.015151515151515152,0,0.0,0.34151776926194805,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,214,111325.0
890.0,216,112375.0,499.44444444444446,0.4343249001980201,42,23174.0,0.045111037742528365,63,32895.0,0.030200454371166294,46,25126.0,9.786916439335583e-05,65,31202.0,0.026909656496283924,0,0.0,0.9736996203538271,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,216,112397.0
895.0,217,113457.0,502.0221238938053,0.4896435509268537,43,23386.0,0.06150862411887954,63,33210.0,0.024548168827526813,46,25356.0,0.040279040198325136,65,31527.0,0.014380326902840803,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,217,113479.0
900.0,217,114542.0,506.82300884955754,0.3712550293061031,43,23601.0,0.03234517044545781,63,33525.0,0.029529776996322688,46,25586.0,0.02093938544885994,65,31852.0,0.014156676203488974,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,217,114564.0
905.0,218,115631.0,504.93886462882097,0.581526019573046,44,23820.0,0.021856898266070835,63,33840.0,0.0291667999225287,46,25816.0,0.04135483709890225,65,32177.0,0.05546251123170002,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,218,115653.0
910.0,218,116721.0,509.69868995633186,0.549388662936931,44,24040.0,0.022834267451967667,63,34155.0,0.01505352330891216,46,26047.0,0.059975054534313094,65,32502.0,0.014531513134768003,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,218,116744.0
915.0,218,117811.0,512.2217391304348,0.5518064999944815,44,24260.0,0.01850073695119419,63,34470.0,0.014802732113025196,46,26277.0,0.07314057870247048,65,32827.0,0.013548361338420868,0,0.0,1.0,0,0.0,0.21411055781191524,0,0.0,1.0,0,0.0,1.0,0,0.0,0.956517651744119,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,218,117834.0
920.0,219,118905.0,523.8105726872246,0.40096485438734536,44,24480.0,0.017231328171657637,63,34785.0,0.0,47,26511.0,0.051421234443813704,65,33152.0,0.0,0,0.0,1.0,0,0.0,0.9925675398995644,0,0.0,1.0,0,0.0,0.6156195481576103,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,219,118928.0
925.0,220,120003.0,530.9867256637168,0.27532992718263877,45,24703.0,0.014791477733699068,63,35100.0,0.0,47,26746.0,0.018733731941518037,65,33477.0,0.01394079732858219,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9924667636053759,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,220,120026.0
930.0,221,121108.0,540.6607142857143,0.13216775198301667,45,24928.0,0.011424060491910876,63,35415.0,0.0,48,26986.0,0.0,65,33802.0,0.014174187478050982,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.6597206979746535,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,221,121131.0
935.0,222,122216.0,540.7787610619469,0.2141182647243173,46,25156.0,0.020010976159510755,63,35730.0,0.0,48,27226.0,0.020384138494512503,65,34127.0,0.011207094447004724,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9495597717254469,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,222,122239.0
940.0,222,123326.0,545.6902654867257,0.1697108965557906,46,25386.0,0.011691794078207914,63,36045.0,0.014632552751816866,48,27466.0,0.0,65,34452.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,222,123349.0
945.0,222,124436.0,548.1762114537445,0.24913184569385496,46,25616.0,0.0,63,36360.0,0.04369487238536707,48,27706.0,0.0,65,34777.0,0.0,0,0.0,0.326665534662671,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,222,124459.0
950.0,222,125546.0,550.640350877193,0.26515972536531596,46,25846.0,0.02100880091781332,63,36675.0,0.008212772339004679,48,27946.0,0.0,65,35102.0,0.027827398613050947,0,0.0,0.9451274909247553,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.23688899389378226,0,0.0,1.0,222,125569.0
955.0,222,126656.0,555.5087719298245,0.34132936132751024,46,26076.0,0.03969829840495287,63,36990.0,0.0,48,28186.0,0.020261169115476103,65,35427.0,0.028592148735607042,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.8345790996109042,0,0.0,1.0,222,126679.0
960.0,222,127766.0,560.3771929824561,0.26313519103124083,46,26306.0,0.04127165592234715,63,37305.0,0.0,48,28426.0,0.02654681111277017,65,35752.0,0.008577131289690293,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,222,127789.0
965.0,222,128876.0,562.7772925764192,0.3872982078457485,46,26536.0,0.04113579241853243,63,37620.0,0.014642114806438667,48,28666.0,0.037873005105334895,65,36077.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.8954650153573058,0,0.0,1.0,0,0.0,1.0,222,128899.0
970.0,222,129986.0,567.6244541484716,0.29407863263334155,46,26766.0,0.0492746410419189,63,37935.0,0.0,48,28906.0,0.0002684970793425212,65,36402.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.8739359108870928,0,0.0,1.0,0,0.0,1.0,222,130009.0
975.0,223,131101.0,567.5367965367965,0.42563798916998286,46,26996.0,0.058752589655074246,63,38250.0,0.014986509074888705,49,29151.0,0.05310921230670976,65,36727.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.6548494520361974,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,223,131124.0
980.0,223,132216.0,567.450643776824,0.43435028308856155,46,27226.0,0.052912035118120634,63,38565.0,0.0,49,29396.0,0.04190871340172705,65,37052.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9727261688145614,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,223,132239.0
985.0,225,133339.0,569.8247863247864,0.4253870066702536,47,27460.0,0.09993340266253886,63,38880.0,0.0,50,29645.0,0.026713494858368516,65,37377.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,225,133362.0
990.0,226,134466.0,572.195744680851,0.41606144865565486,47,27695.0,0.06154545052361665,63,39195.0,0.015115026716197855,50,29895.0,0.035273724361226576,65,37702.0,0.014939212393985001,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,225,134487.0
995.0,229,135599.0,574.5720338983051,0.331152044408971,49,27937.0,0.020552216765723393,63,39510.0,0.01549225812044752,52,30150.0,0.03184953465644057,65,38027.0,0.01283048111738094,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,229,135624.0
1000.0,231,136750.0,577.0042194092827,0.2721478326896662,50,28186.0,4.6133305684333134e-07,63,39825.0,0.015089465821369701,53,30412.0,0.029288971675109524,65,38352.0,0.028259559875701196,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,231,136775.0
1005.0,232,137908.0,579.4453781512605,0.2922002646990232,50,28436.0,0.018317689419411868,63,40140.0,0.0,54,30680.0,0.0371022836272228,65,38677.0,0.014529139683060067,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9957729734655605,0,0.0,1.0,232,137933.0
1010.0,233,139072.0,581.8912133891214,0.2765647549463854,50,28686.0,0.019122299980222555,63,40455.0,0.014525642974119039,55,30954.0,0.03073869735077044,65,39002.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.5768225310217218,0,0.0,1.0,0,0.0,1.0,233,139097.0
1015.0,233,140237.0,584.3208333333333,0.2673422115964235,50,28936.0,0.01188065419312482,63,40770.0,0.0272485217237667,55,31226.0,0.014478262500988758,65,39326.0,0.0,0,0.0,0.2606041446496733,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9180498801099184,0,0.0,1.0,0,0.0,1.0,233,140258.0
1020.0,233,141402.0,589.175,0.30378620308275023,50,29184.0,0.04476776436967082,63,41085.0,0.014790079526030826,55,31496.0,0.007085767512115285,65,39646.0,0.0,0,0.0,0.9275609582502903,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.4568267745921633,0,0.0,1.0,233,141411.0
1025.0,235,142573.0,589.1446280991736,0.29545417062178364,51,29432.0,0.036304391992864025,63,41400.0,0.015202107630721983,56,31769.0,0.016809134445638214,65,39966.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.914407762936018,0,0.0,1.0,235,142567.0
1030.0,236,143753.0,591.5761316872428,0.33060126435854553,52,29685.0,0.051775947753758676,63,41715.0,0.026267426690256477,56,32040.0,0.014316670051203325,65,40286.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,236,143726.0
1035.0,237,144935.0,593.9959016393443,0.3286169758620458,52,29932.0,0.05246526903372569,63,42030.0,0.01443316255350626,57,32312.0,0.024685657804332208,65,40606.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,237,144880.0
1040.0,237,146120.0,591.578947368421,0.2831149304864423,52,30177.0,0.020552200928109512,63,42345.0,0.00558610260427356,57,32587.0,0.026956089043779007,65,40926.0,0.0,0,0.0,0.3621058965588841,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,237,146035.0
1045.0,240,147314.0,596.4129554655871,0.31434497092082303,53,30425.0,0.03903664830947735,63,42658.0,0.015625,59,32868.0,0.013214817913169353,65,41246.0,0.0,0,0.0,0.9513139382358006,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,240,147197.0
1050.0,240,148514.0,601.2712550607288,0.2778332909043632,53,30666.0,0.04796285995446479,63,42967.0,0.014790767890644986,59,33153.0,4.064940798774456e-07,65,41566.0,0.014772857085942104,0,0.0,0.4724306637143381,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,240,148352.0
1055.0,241,149718.0,601.277108433735,0.35865385734836575,54,30910.0,0.04515692680704362,63,43272.0,0.014744802124168585,59,33438.0,0.0,65,41881.0,0.027764226190318656,0,0.0,0.9603743327522193,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,241,149501.0
1060.0,242,150927.0,608.5766129032259,0.2751284553048419,55,31159.0,0.03269873925006931,63,43577.0,0.0,59,33723.0,0.03463086437373444,65,42193.0,0.014080382461599731,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,242,150652.0
1065.0,244,152140.0,606.1354581673306,0.38452775076371914,55,31406.0,0.032702495169360135,63,43882.0,0.0,61,34003.0,0.04429567856409161,65,42504.0,0.027973320136377915,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,244,151795.0
1070.0,244,153360.0,610.9960159362549,0.35493620344330995,55,31651.0,0.01714695069539274,63,44187.0,0.0,61,34284.0,0.053972568533937955,65,42809.0,0.013870068504858368,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,244,152931.0
1075.0,244,154580.0,615.8565737051792,0.28442470140474907,55,31896.0,0.015682891094708818,63,44492.0,0.0,61,34561.0,0.027890824270880823,65,43114.0,0.015059048050220944,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,244,154063.0
1080.0,246,155806.0,620.7410358565737,0.1529120725423359,55,32136.0,0.01435367636641839,63,44797.0,0.0,63,34837.0,0.003637280174777978,65,43419.0,0.0,0,0.0,1.0,0,0.0,0.9666752747415388,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,246,155189.0
1085.0,248,157042.0,628.168,0.09294054185669738,57,32382.0,0.010168304149505234,63,45098.0,0.0,63,35109.0,0.013918790823508428,65,43724.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,248,156313.0
1090.0,249,158284.0,633.136,0.05595839704264235,58,32634.0,4.314240433088542e-07,63,45398.0,0.0,63,35375.0,0.014454463267386766,65,44029.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,249,157436.0
1095.0,249,159529.0,630.5494071146245,0.17530438019809277,58,32885.0,0.01694915254237288,63,45698.0,0.015340014165915008,63,35632.0,0.0,65,44330.0,0.014860244556837798,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,249,158545.0
1100.0,249,160774.0,632.9685039370079,0.23457161660956657,58,33125.0,0.02701100505675346,63,45998.0,0.02878475268793537,63,35887.0,0.014420203647259999,65,44630.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,249,159640.0
1105.0,250,162021.0,637.8779527559055,0.17617379855902401,59,33366.0,0.03015654313766712,63,46295.0,0.0,63,36142.0,0.0236813006609002,65,44930.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,250,160733.0
1110.0,250,163271.0,642.7992125984252,0.18106027567947403,59,33606.0,0.032474333382554926,63,46590.0,0.0,63,36397.0,0.022911640634621554,65,45230.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,250,161823.0
1115.0,251,164523.0,645.1882352941177,0.19354608985367516,59,33846.0,0.04542475035738131,63,46885.0,0.0,64,36654.0,0.01159998731462214,65,45529.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,251,162914.0
1120.0,252,165779.0,650.1137254901961,0.14102033147318518,60,34087.0,0.027764358512692006,63,47179.0,0.0,64,36906.0,0.0,65,45824.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,252,163996.0
1125.0,252,167039.0,649.9571984435797,0.18339852324451977,60,34332.0,0.0003292470294836139,63,47468.0,0.029242837112962296,64,37156.0,0.011432978360593824,65,46119.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,252,165075.0
1130.0,254,168305.0,652.3449612403101,0.19588843027671526,61,34579.0,0.01591868302764489,63,47751.0,0.015033313401091949,65,37407.0,0.014350376950580555,65,46414.0,0.014491647229634858,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,254,166151.0
1135.0,254,169575.0,654.7297297297297,0.2038286261688558,61,34824.0,0.03031721469648581,63,48031.0,0.014999520015359508,65,37657.0,0.013254228548660665,65,46707.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,254,167219.0
1140.0,254,170845.0,659.6332046332046,0.23125504397510627,61,35069.0,0.04238358740991988,63,48311.0,0.015036043893912727,65,37907.0,0.0,65,46995.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.8139294032039956,0,0.0,1.0,0,0.0,1.0,254,168282.0
1145.0,254,172115.0,667.1124031007752,0.11834298231209661,61,35315.0,0.035941260637172984,63,48591.0,0.0,65,38156.0,0.0,65,47280.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,254,169342.0
1150.0,256,173389.0,666.8807692307693,0.1581144454220236,63,35564.0,0.01493357710926215,63,48871.0,0.014876690907951072,65,38401.0,0.014692046170390945,65,47564.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,256,170400.0
1155.0,257,174674.0,669.2490421455939,0.1759391583597192,64,35824.0,0.033902930891073504,63,49147.0,0.0,65,38646.0,0.014204106991744396,65,47841.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,257,171458.0
1160.0,258,175963.0,674.1877394636016,0.1258629574511027,65,36078.0,0.013995262659274773,63,49412.0,0.0,65,38891.0,0.020734486523251102,65,48117.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,258,172498.0
1165.0,258,177253.0,679.1302681992337,0.050337992511314586,65,36331.0,0.00556246469016654,63,49679.0,0.0,65,39136.0,0.0019770112760166807,65,48387.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,258,173533.0
1170.0,260,178549.0,681.4847328244275,0.06708904550917384,66,36581.0,0.006757616039714001,63,49949.0,0.015359656807070268,66,39381.0,5.485247127531111e-07,65,48657.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,260,174568.0
1175.0,261,179852.0,678.6867924528302,0.1825605256662125,67,36834.0,5.65464275014845e-06,63,50209.0,0.02608356112138919,66,39626.0,0.02799063861437359,65,48927.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,261,175596.0
1180.0,261,181157.0,681.0413533834586,0.2100422756589053,67,37089.0,0.023245176742611326,63,50469.0,0.029431034404346027,66,39871.0,0.011275057710747164,65,49197.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,261,176626.0
1185.0,262,182462.0,680.8283582089553,0.19932859217578258,67,37344.0,0.010698687121208602,63,50722.0,0.029630112550806737,66,40116.0,0.0,66,49467.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,262,177649.0
1190.0,263,183775.0,683.1784386617101,0.143072217785296,68,37596.0,0.014013185329824608,63,50972.0,0.016112774597306128,66,40361.0,0.0,65,49737.0,0.015083584208481425,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,262,178666.0
1195.0,264,185091.0,685.5222222222222,0.21530879513060974,69,37843.0,0.03116661908527396,63,51222.0,0.014344877922798916,66,40606.0,0.0,66,50009.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,4.0,0.7794335364028808,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,264,179684.0
1200.0,264,186411.0,687.8634686346863,0.28071965658546155,69,38088.0,0.022380383092524967,63,51472.0,0.014506569699260133,66,40851.0,0.0,66,50279.0,0.014649188698389541,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,4.0,0.9643244107285021,0,0.0,1.0,0,0.0,0.8693364536838116,0,0.0,1.0,0,0.0,1.0,264,180694.0
1205.0,265,187734.0,692.7453874538745,0.22406807691829728,70,38331.0,0.011593573258512685,63,51722.0,0.014295472626812626,66,41096.0,0.005539427952415136,66,50549.0,0.014723272522285828,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9207723603170846,0,0.0,1.0,0,0.0,1.0,265,181698.0
1210.0,267,189064.0,697.6531365313654,0.18045925304648894,71,38579.0,0.01318616497626044,63,51966.0,0.0,67,41340.0,0.013616907171928205,66,50819.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9426957446233311,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,267,182704.0
1215.0,267,190399.0,699.9963235294117,0.2263567398674568,71,38829.0,0.03640691348447676,63,52206.0,0.0,67,41585.0,0.014514786996296734,66,51089.0,0.014073063016729675,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,267,183709.0
1220.0,267,191734.0,699.7591240875912,0.2858197293941288,71,39072.0,0.026325575259384747,63,52442.0,0.015551184692091193,67,41830.0,0.022217117567791916,66,51359.0,0.013369752705615766,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,267,184703.0
1225.0,269,193073.0,702.0836363636364,0.24457427578081437,71,39317.0,0.02700477643322744,63,52675.0,0.015459582467596716,69,42079.0,0.014097343557471458,66,51629.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,269,185700.0
1230.0,270,194419.0,706.9781818181818,0.21279229528136898,72,39559.0,0.012749143648911006,63,52905.0,0.01515838108201954,69,42330.0,0.013894873653741686,66,51899.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.7332081682629237,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,270,186693.0
1235.0,270,195769.0,714.485401459854,0.15649633845886685,72,39804.0,0.013614440424221328,63,53131.0,0.0,69,42580.0,0.014285117909855392,66,52169.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.39750456503379816,0,0.0,1.0,270,187684.0
1240.0,270,197119.0,716.7963636363636,0.14430249013327617,72,40049.0,0.005993316913675192,63,53351.0,0.005674172345272816,69,42830.0,0.013766499249009198,66,52439.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9238193223881805,0,0.0,1.0,270,188669.0
