step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,A0_stopped,A0_accumulated_waiting_time,A0_average_speed,A1_stopped,A1_accumulated_waiting_time,A1_average_speed,A2_stopped,A2_accumulated_waiting_time,A2_average_speed,A3_stopped,A3_accumulated_waiting_time,A3_average_speed,B0_stopped,B0_accumulated_waiting_time,B0_average_speed,B1_stopped,B1_accumulated_waiting_time,B1_average_speed,B2_stopped,B2_accumulated_waiting_time,B2_average_speed,B3_stopped,B3_accumulated_waiting_time,B3_average_speed,C0_stopped,C0_accumulated_waiting_time,C0_average_speed,C1_stopped,C1_accumulated_waiting_time,C1_average_speed,C2_stopped,C2_accumulated_waiting_time,C2_average_speed,C3_stopped,C3_accumulated_waiting_time,C3_average_speed,D0_stopped,D0_accumulated_waiting_time,D0_average_speed,D1_stopped,D1_accumulated_waiting_time,D1_average_speed,D2_stopped,D2_accumulated_waiting_time,D2_average_speed,D3_stopped,D3_accumulated_waiting_time,D3_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0
5.0,0,0.0,0.0,12.542511221846274,0,0.0,0.9693496972138081,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9341557871165563,0,0.0,1.0,0,0.0,0.9867771857114662,0,0.0,1.0,0,0.0
10.0,0,0.0,0.0,10.56028510906098,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9608252127303875,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.5167451994826334,0,0.0,1.0,0,0.0,0.9879489183666705,0,0.0,1.0,0,0.0
15.0,1,1.0,0.125,10.590266113900078,0,0.0,1.0,0,0.0,0.9609380392427136,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9431956597219855,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9212511945062108,0,0.0,1.0,1,1.0,0.0034496477583268073,0,0.0,0.9885014912652141,1,1.0
20.0,2,8.0,0.8,10.606680114277882,0,0.0,1.0,0,0.0,0.9803091225116378,0,0.0,1.0,0,0.0,0.9056435686370763,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9878939669635051,0,0.0,1.0,0,1.0,0.9545909164683614,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,1,2.0,0.4643911277696889,0,0.0,1.0,1,6.0,0.0,0,0.0,0.9603150205959087,2,9.0
25.0,2,13.0,1.0,9.354005823367523,0,0.0,1.0,0,0.0,0.7412858116201045,0,0.0,1.0,0,0.0,0.7627552212685705,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9669194955329666,0,0.0,1.0,0,1.0,0.9712144758281105,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,1,2.0,0.00027651352562436086,0,0.0,1.0,1,11.0,7.719164531429512e-06,0,0.0,0.7511625161122907,2,14.0
30.0,3,13.0,0.8666666666666667,6.8648510992432215,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9017133267161929,1,1.0,0.47705384703258913,0,0.0,1.0,0,0.0,1.0,0,0.0,0.0842884834056631,0,0.0,0.9724909699353396,0,3.0,0.812463904936111,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,1,7.0,0.0,0,0.0,1.0,0,0.0,0.6930238719729681,1,5.0,0.3208667602076069,3,16.0
35.0,2,5.0,0.2777777777777778,9.19765746232508,0,0.0,1.0,0,0.0,1.0,0,1.0,0.8684524680848288,0,0.0,0.7880746594687698,0,0.0,1.0,0,0.0,1.0,1,4.0,3.499936014361073e-05,0,0.0,0.9332905225024081,1,4.0,0.48837723338292743,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9784735812133072,0,2.0,0.9610030339475182,0,2.0,0.6313578026993961,0,1.0,0.5495467079055314,2,14.0
40.0,1,6.0,0.3,11.022849302069861,0,0.0,1.0,0,0.0,1.0,0,3.0,0.8868152971036839,0,0.0,0.9995083071932436,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.8068557674097567,1,11.0,0.6341072583392733,0,0.0,0.9572484580294406,0,0.0,1.0,0,0.0,0.5832072532263944,0,0.0,0.9907285696979707,0,2.0,0.9768778266135378,0,2.0,0.9380847008632968,0,0.0,0.011362003511437199,1,18.0
45.0,1,2.0,0.08695652173913043,11.189685196323568,0,0.0,1.0,0,0.0,1.0,1,5.0,0.5513975492487365,0,0.0,0.9220540740774303,0,0.0,0.7757382835482771,0,2.0,0.9608252127303875,0,0.0,1.0,0,0.0,0.8895490874808529,0,2.0,0.7998937223627993,0,0.0,0.9873258272880567,0,0.0,1.0,0,0.0,0.9789147750293883,0,0.0,1.0,0,2.0,0.9535245118129433,0,2.0,0.9455963402863361,0,0.0,1.0,1,13.0
